t,ecgI,ecgII,leadIII_f,aVR_f,aVL_f,aVF_f
0,91.5233923036312,95.5848881815032,4.06149587787205,-93.5541402425672,43.7309482128796,49.8231920296876
0.002154243860405,28.0817059624263,97.7787364513708,69.6970304889445,-62.9302212068985,-20.8076622632591,83.7378834701577
0.00430848772081,-29.8428226629688,98.8700606342784,128.712883297247,-34.5136189856548,-79.277852980108,113.791471965763
0.00646273158121499,-77.8319469235089,98.0075252831398,175.839472206649,-10.0877891798155,-126.835709565079,136.923498744894
0.00861697544161999,-113.561911831229,94.7747551328009,208.33666696403,9.39357834921418,-160.94928939763,151.555711048415
0.010771219302025,-137.095110159323,89.2094639096665,226.304574068989,23.9428231248281,-181.699842114156,157.757018989328
0.01292546316243,-150.534444608732,81.6965957740787,232.231040382811,34.4189244173269,-191.382742495772,156.963818078445
0.015079707022835,-157.20658759027,72.8071173948248,230.013704985095,42.1997350977227,-193.610146287683,151.41041118996
0.01723395088324,-160.660441145984,63.1501684351896,223.810609581173,48.755136355397,-192.235525363578,143.480389008181
0.019388194743645,-163.788831630904,53.2729355390903,217.061767169995,55.2579480459071,-190.42529940045,135.167351354542
0.02154243860405,-168.30618145382,43.6081230169983,211.914304470819,62.3490292184111,-190.11024296232,127.761213743908
0.023696682464455,-174.67352586859,34.4503438029408,209.123869671531,70.1115910328245,-191.89869777006,121.787106737236
0.02585092632486,-182.40744922301,25.9442166949876,208.351665917998,78.2316162640113,-195.379557570504,117.147941306493
0.028005170185265,-190.593412763418,18.081908277506,208.675321040924,86.2557522429559,-199.634366902171,113.378614659215
0.03015941404567,-198.383167236253,10.7217645412695,209.104931777523,93.830701347492,-203.744049506888,109.913348159396
0.032313657906075,-205.302065350188,3.63910109287566,208.941166443064,100.831482128656,-207.121615896626,106.29013376797
0.03446790176648,-211.301576458644,-3.39591619192792,207.905660266716,107.348746325286,-209.60361836268,102.254872037394
0.036622145626885,-216.611161332138,-10.5371712267235,206.073990105414,113.574166279431,-211.342575718776,97.7684094393453
0.03877638948729,-221.516577205089,-17.8083990799813,203.708178125107,119.662488142535,-212.612377665098,92.949889522563
0.040930633347695,-226.193852961623,-25.0960417524801,201.097811209142,125.644947357051,-213.645832085383,88.0008847283312
0.0430848772081,-230.67196342951,-32.1913671116217,198.480596317889,131.431665270566,-214.5762798737,83.1446146031335
0.045239121068505,-234.916302890365,-38.8669566505205,196.049346239844,136.891629770443,-215.482824565104,78.5911947946619
0.04739336492891,-238.95771316528,-44.9606858997672,193.997027265513,141.959199532523,-216.477370215396,74.5181706828727
0.049547608789315,-242.970407829632,-50.4372539248143,192.533153904818,146.703830877223,-217.751780867225,71.0479499900018
0.05170185264972,-247.23932972176,-55.4056465382006,191.833683183559,151.32248812998,-219.53650645266,68.2140183226794
0.0538560965101249,-252.031902637423,-60.0866839884026,191.945218649021,156.059293312913,-221.988560643222,65.929267330309
0.0560103403705299,-257.451981719962,-64.7410986881301,192.710883031832,161.096540204046,-225.081432375897,63.984892171851
0.0581645842309349,-263.363929527806,-69.5824073558256,193.781522171981,166.473168441816,-228.572725849893,62.0995574080775
0.0603188280913399,-269.431124959181,-74.7079625435874,194.723162415594,172.069543751384,-232.077143687388,60.0075999360032
0.0624730719517449,-275.249759280182,-80.0789869717435,195.170772308438,177.664373125963,-235.21026579431,57.5458926683472
0.0646273158121499,-280.511774968009,-85.5602733491347,194.951501618875,183.036024158572,-237.731638293442,54.69561413487
0.0667815596725549,-285.118595145713,-90.9991459301485,194.119449215565,188.058870537931,-239.619022180639,51.5601516427081
0.0689358035329599,-289.192251703404,-96.3002406985524,192.892011004851,192.746246200978,-241.042131354128,48.2958851531495
0.0710900473933649,-292.981749414706,-101.454932518093,191.526816896613,197.2183409664,-242.254283155659,45.0359421892597
0.0732442912537699,-296.715378081232,-106.512452834186,190.202925247046,201.613915457709,-243.459151664139,41.8452362064298
0.0753985351141749,-300.476658995343,-111.51605736636,188.960601628983,205.996358180851,-244.718630312163,38.7222721313115
0.0775527789745799,-304.168630997994,-116.448408233343,187.720222764652,210.308519615668,-245.944426881323,35.6359072656545
0.0797070228349849,-307.584038713745,-121.223217420991,186.360821292755,214.403628067368,-246.97243000325,32.5688019358821
0.0818612666953899,-310.54062683067,-125.730768047011,184.809858783659,218.13569743884,-247.675242807164,29.5395453683241
0.0840155105557949,-313.002948413933,-129.910199327722,183.092749086212,221.456573870828,-248.047848750072,26.5912748792448
0.0861697544161999,-315.118844108674,-133.800562094688,181.318282013986,224.459703101681,-248.21856306133,23.7588599596494
0.0883239982766049,-317.148821785961,-137.529941755122,179.618880030839,227.339381770542,-248.3838509084,21.0444691378583
0.0904782421370099,-319.330372167013,-141.237830080477,178.092542086536,230.284101123745,-248.711457126775,18.4273560030297
0.0926324859974149,-321.756442772752,-144.971164605794,176.785278166959,233.363803689273,-249.270860469856,15.9070567805826
0.0947867298578199,-324.335523975249,-148.619481935149,175.7160420401,236.477502955199,-250.025783007675,13.5482800524753
0.0969409737182249,-326.851487148414,-151.940107265815,174.9113798826,239.395797207114,-250.881433515507,11.4856363083925
0.0990952175786299,-329.086998781302,-154.674908451996,174.412090329305,241.880953616649,-251.749544555303,9.86859093865445
0.101249461439035,-330.943356101182,-156.702757201789,174.240598899392,243.823056651485,-252.591977500287,8.76892084880168
0.10340370529944,-332.493257785257,-158.141774054596,174.351483730661,245.317515919926,-253.422370757959,8.10485483803268
0.105557949159845,-333.937256834606,-159.334732258032,174.602524576575,246.635994546319,-254.26989070559,7.63389615927156
0.10771219302025,-335.48347581458,-160.710883680792,174.772592133788,248.097179747686,-255.128033974184,7.03085422649772
0.109866436880655,-337.210375378908,-162.584295789413,174.626079589496,249.89733558416,-255.918227484202,6.02089190004148
0.11202068074106,-338.98434213766,-164.98778551077,173.996556626889,251.986063824215,-256.490449382275,4.50438555805951
0.114174924601465,-340.481620926054,-167.632521727545,172.849099198509,254.057071326799,-256.665360062281,2.60828873548215
0.11632916846187,-341.316247949448,-170.025534085005,171.290713864443,255.670891017226,-256.303480906945,0.632589889718759
0.118483412322275,-341.221497793945,-171.694775114482,169.526722679463,256.458136454213,-255.374110236704,-1.08402621750949
0.12063765618268,-340.197808901548,-172.409291597619,167.788517303929,256.303550249584,-253.993163102739,-2.31038714684522
0.122791900043085,-338.547667209017,-172.280839035594,166.266828173423,255.414253122306,-252.40724769122,-3.00700543108547
0.12494614390349,-336.770213864296,-171.696865573662,165.073348290634,254.233539718979,-250.921781077465,-3.31175864151433
0.127100387763895,-335.359981620264,-171.125281712134,164.23469990813,253.242631666199,-249.797340764197,-3.44529090200245
0.1292546316243,-334.604945002753,-170.896307305794,163.708637696959,252.750626154273,-249.156791349856,-3.59383480441727
0.131408875484705,-334.480409139966,-171.072635563663,163.407773576304,252.776522351815,-248.944091358135,-3.83243099367934
0.13356311934511,-334.687042584869,-171.466745723987,163.220296860881,253.076894154428,-248.953669722875,-4.12322443155293
0.135717363205515,-334.809264666439,-171.783233957538,163.026030708901,253.296249311988,-248.91764768767,-4.37860162431858
0.13787160706592,-334.511189143116,-171.798772555178,162.712416587939,253.154980849147,-248.611802865528,-4.54317798361967
0.140025850926325,-333.672148718552,-171.478790864707,162.193357853845,252.57546979163,-247.932753286198,-4.64271650543145
0.14218009478673,-332.400719435585,-170.973480577691,161.427238857895,251.687100006638,-246.91397914674,-4.77312085989797
0.144334338647135,-330.933497381103,-170.507104541389,160.426392839714,250.720300961246,-245.679945110409,-5.04035585083727
0.14648858250754,-329.483409091733,-170.231440834732,159.251968257,249.857424963233,-244.367688674366,-5.4897362888662
0.148642826367945,-328.121904720937,-170.128372783772,157.993531937165,249.125138752355,-243.057718329051,-6.06742042330382
0.15079707022835,-326.755164729244,-170.015935602184,156.73922912706,248.385550165714,-241.747196928152,-6.63835323756186
0.152951314088755,-325.201711135558,-169.654167802052,155.547543333505,247.427939468805,-240.374627234531,-7.05331223427333
0.15510555794916,-323.322906268927,-168.889927638234,154.432978630693,246.10641695358,-238.87794244981,-7.22847450377066
0.157259801809565,-321.127743475387,-167.754695608496,153.373047866891,244.441219541941,-237.250395671139,-7.19082387080249
0.15941404566997,-318.788050991291,-166.455177347353,152.332873643938,242.621614169322,-235.560462317615,-7.06115185170736
0.161568289530375,-316.552862626658,-165.26038367071,151.292478955949,240.906623148684,-233.922670791303,-6.9839523573805
0.16372253339078,-314.610610905883,-164.350202519508,150.260408386375,239.480406712695,-232.435509646129,-7.04489706656628
0.165876777251185,-312.980214881357,-163.711975064075,149.268239817282,238.346094972716,-231.12422734932,-7.22186762339609
0.16803102111159,-311.498098895845,-163.144202005992,148.353896889854,237.321150450919,-229.92599789285,-7.39515255806919
0.170185264971995,-309.914426412482,-162.368092668576,147.546333743905,236.141259540529,-228.730380078194,-7.41087946233549
0.1723395088324,-308.047620796174,-161.189003541109,146.858617255064,234.618312168641,-227.453119025619,-7.16519314302244
0.174493752692805,-305.908258900834,-159.62135725151,146.286901649324,232.764808076172,-226.097580275079,-6.66722780109305
0.17664799655321,-303.71599758496,-157.908289057941,145.807708527019,230.812143321451,-224.761853055989,-6.05029026546134
0.178802240413615,-301.79187755447,-156.421620638476,145.370256915995,229.106749096473,-223.581067235232,-5.52568186124046
0.18095648427402,-300.37877238676,-155.48904171128,144.88973067548,227.93390704902,-222.63425153112,-5.29965551789982
0.183110728134425,-299.483877490717,-155.232333441784,144.251544048933,227.35810546625,-221.867710769825,-5.49039469642534
0.18526497199483,-298.82950984956,-155.496038183848,143.333471665712,227.162774016704,-221.081490757636,-6.0812832590681
0.187419215855235,-297.948114533227,-155.901776293987,142.04633823924,226.924945413607,-219.997226386234,-6.92771902737314
0.18957345971564,-296.38440329177,-155.999843044528,140.384560247242,226.192123168149,-218.384481769506,-7.80764139864272
0.191727703576045,-293.904862136747,-155.4407330759,138.464129060847,224.672797606324,-216.184495598797,-8.48830200752676
0.19388194743645,-290.602546710052,-154.083608795076,136.518937914976,222.343077752564,-213.560742312514,-8.78233544004956
0.196036191296855,-286.839940750952,-151.998820589651,134.841120161301,219.419380670301,-210.840530456126,-8.57885021417502
0.19819043515726,-283.063289476491,-149.381585915225,133.681703561266,216.222437695858,-208.372496518878,-7.8499411769798
0.200344679017665,-279.590093297463,-146.438902940945,133.151190356518,213.014498119204,-206.37064182699,-6.64385629221377
0.20249892287807,-276.479786985668,-143.318348664059,133.161438321609,209.899067824864,-204.820612653639,-5.07845517122516
0.204653166738475,-273.549380515683,-140.113694153071,133.435686362612,206.831537334377,-203.492533439148,-3.33900389522972
0.20680741059888,-270.519789889191,-136.928604638328,133.591185250863,203.724197263759,-202.055487570027,-1.66870969373241
0.208961654459285,-267.210480323922,-133.939800560411,133.270679763511,200.575140442167,-200.240580043717,-0.334560398450094
0.21111589831969,-263.67414661777,-131.401588049759,132.27255856801,197.537867333764,-197.97335259289,0.435485259125471
0.213270142180095,-260.197454098395,-129.574168518076,130.623285580319,194.885811308235,-195.410369839357,0.524558531121613
0.2154243860405,-257.170766165157,-128.610308333499,128.560457831658,192.890537249328,-192.865611998408,-0.024925250920262
0.217578629900905,-254.901645269518,-128.464243075873,126.437402193646,191.682944172695,-190.669523731582,-1.0134204411135
0.21973287376131,-253.471899141281,-128.877303541915,124.594595599366,191.174601341598,-189.033247370323,-2.14135397127484
0.221887117621715,-252.708706882161,-129.456338548335,123.252368333826,191.082522715248,-187.980537607993,-3.10198510725451
0.22404136148212,-252.278611158603,-129.81574521999,122.462865938614,191.047178189296,-187.370738548608,-3.67643964068792
0.226195605342525,-251.849699885823,-129.721740232975,122.127959652848,190.785720059399,-186.988829769335,-3.79689029006389
0.22834984920293,-251.232010985943,-129.172352424864,122.05965856108,190.202181705403,-186.645834773511,-3.55634693189204
0.230504093063335,-250.420013427246,-128.374643777048,122.045369650198,189.397328602147,-186.232691538722,-3.16463706342499
0.23265833692374,-249.519935854216,-127.630970826008,121.888965028207,188.575453340112,-185.704450441212,-2.87100289890049
0.234812580784145,-248.614183358502,-127.190644927378,121.423538431123,187.90241414294,-185.018860894813,-2.88355324812747
0.23696682464455,-247.651621325701,-127.137621420277,120.513999905423,187.394621372989,-184.082810615562,-3.311810757427
0.239121068504955,-246.435040370445,-127.364667879606,119.070372490838,186.899854125025,-182.752706430641,-4.14714769438397
0.24127531236536,-244.718595853464,-127.641648626398,117.076947227067,186.180122239931,-180.897771540265,-5.28235069966559
0.243429556225765,-242.362627688506,-127.738803579017,114.623824109489,185.050715633762,-178.493225898998,-6.55748973476392
0.24558380008617,-239.456334143818,-127.53717101782,111.919163125998,183.496752580819,-175.687748634908,-7.80900394591077
0.247738043946575,-236.331010117022,-127.065423278299,109.265586838722,181.698216697661,-172.798298477872,-8.89991821978852
0.24989228780698,-233.443255071339,-126.445424076355,106.997830994984,179.944339573847,-170.220543033161,-9.7237965406853
0.252046531667385,-231.178101739979,-125.783651279267,105.394450460712,178.480876509623,-168.286276100345,-10.1946004092777
0.25420077552779,-229.66737711066,-125.077531677783,104.589845432876,177.372454394222,-167.128611271768,-10.2438431224536
0.256355019388195,-228.715567378337,-124.195522964639,104.520044413698,176.455545171488,-166.617805896018,-9.83773927547048
0.2585092632486,-227.876305718526,-122.946491252975,104.929814465551,175.41139848575,-166.403060092038,-9.00833839371211
0.260663507109005,-226.649418301665,-121.203092598448,105.446325703216,173.926255450056,-166.04787200244,-7.87838344761585
0.26281775096941,-224.70550647787,-119.010722740239,105.694783737631,171.858114609055,-165.200145107751,-6.65796950130414
0.264971994829815,-222.027536401335,-116.616039133701,105.411497267634,169.321787767518,-163.719516834484,-5.60227093303384
0.26712623869022,-218.901732731196,-114.389705915016,104.512026816179,166.645719323106,-161.706879773687,-4.93883954941839
0.269280482550625,-215.771372618033,-112.675517311859,103.095855306174,164.223444964946,-159.433613962104,-4.78983100284262
0.27143472641103,-213.038294361924,-111.638469711622,101.399824650302,162.338382036773,-157.219059506113,-5.11932253066024
0.273588970271435,-210.916078056809,-111.187219787362,99.7288582694474,161.051648922085,-155.322468163128,-5.72918075895707
0.27574321413184,-209.399125405811,-111.013874715616,98.3852506901955,160.206500060713,-153.892188048003,-6.31431201271012
0.277897457992245,-208.342285492645,-110.740690330579,97.6015951620663,159.541487911612,-152.971940327356,-6.56954758425617
0.28005170185265,-207.588126161152,-110.109488270826,97.4786378903252,158.848807215989,-152.533382025738,-6.31542519025059
0.282205945713055,-207.062702166078,-109.121001575562,97.9417005905159,158.09185187082,-152.502201378297,-5.58965049252328
0.28436018957346,-206.788671394609,-108.047756653219,98.7409147413893,157.418214023914,-152.764793067999,-4.65342095591491
0.286514433433865,-206.816105851017,-107.303673916351,99.5124319346659,157.059889883684,-153.164268892842,-3.89562099084276
0.28866867729427,-207.117293125385,-107.228676410594,99.8886167147914,157.172984767989,-153.502954920088,-3.67002984790113
