t,ecgI,ecgII,leadIII_f,aVR_f,aVL_f,aVF_f
0,-20.6177537491728,-13.7374671462228,6.88028660295001,17.1776104476978,-13.7490201760614,-3.42859027163637
0.00214454214025306,-115.180454707652,-22.9447020263272,92.235752681325,69.0625783669897,-103.708103694489,34.6455253274989
0.00428908428050611,-203.621394555607,-32.6459816584409,170.975412897167,118.133688107024,-187.298403726387,69.1647156193629
0.00643362642075917,-280.905981598179,-43.2473217713945,237.658659826784,162.076651684787,-259.282320712481,97.2056690276948
0.00857816856101222,-344.062359115568,-54.9015599095949,289.160799205973,199.481959512582,-316.611579160771,117.129619648189
0.0107227107012653,-392.397773293476,-67.3709791473734,325.026794146103,229.884376220425,-358.712283719789,128.827907499365
0.0128672528415183,-427.094415088483,-79.9563004263312,347.138114662151,253.525357757407,-387.116264875317,133.59090711791
0.0150117949817714,-450.441999604685,-91.5627080032882,358.879291601397,271.002353803987,-404.660645603041,133.658291799055
0.0171563371220244,-465.048840612413,-100.938094329213,364.110746283201,282.993467470813,-414.579793447807,131.586325976994
0.0193008792622775,-473.302068120069,-107.047149377353,366.254918742715,290.174608748711,-419.778493431392,129.603884682681
0.0214454214025306,-477.176782835571,-109.466686694021,367.71009614155,293.321734764796,-422.443439488561,129.121704723765
0.0235899635427836,-478.312423914582,-108.642540208077,369.669883706505,293.47748206133,-423.991153810543,130.513671749214
0.0257345056830367,-478.167617820916,-105.872246393879,372.295371427037,292.019932107398,-425.231494623977,133.211562516579
0.0278790478232897,-478.075039976451,-102.977195001842,375.097844974609,290.526117489147,-426.58644247553,136.060324986383
0.0300235899635428,-479.124844560772,-101.762162055444,377.362682505328,290.443503308108,-428.24376353305,137.800260224942
0.0321681321037958,-481.939937173028,-103.458268739211,378.481668433817,292.69910295612,-430.210802803422,137.511699847303
0.0343126742440489,-486.491707225879,-108.355283725624,378.136423500255,297.423495475751,-432.314065363067,134.890569887316
0.036457216384302,-492.096055773856,-115.749993224007,376.346062549849,303.923024498931,-434.221059161852,130.298034662921
0.038601758524555,-497.63627684507,-124.211231793247,373.425045051822,310.923754319158,-435.530660948446,124.606906629287
0.0407463006648081,-501.939021013836,-132.047244586391,369.891776427445,316.993132800114,-435.915398720641,118.922265920527
0.0428908428050611,-504.15190593295,-137.804246929138,366.347659003813,320.978076431044,-435.249782468381,114.271706037337
0.0450353849453142,-503.975942087391,-140.639591327182,363.336350760209,322.307766707286,-433.6561464238,111.348379716513
0.0471799270855672,-501.682492577006,-140.476881582646,361.20561099436,321.079687079826,-431.444051785683,110.364364705857
