t,leadI,leadII,leadIII,aVR,aVL,aVF
0,-4.99751203231301,8.66823021544985,13.6657422477629,-1.83535909156842,-9.33162714003794,11.1669862316064
0.00216309755569976,4.39992972240384,38.6773144205937,34.2773846981898,-21.5386220714988,-14.938727487893,36.4773495593918
0.00432619511139952,10.3634678381172,65.25555331023,54.8920854721127,-37.8095105741736,-22.2643088169978,60.0738193911714
0.00648929266709929,11.9953739832386,83.4643337304151,71.4689597471765,-47.7298538568269,-29.736792881969,77.4666467387958
0.00865239022279905,9.12237365947385,90.9519986521597,81.8296249926858,-50.0371861558168,-36.353625666606,86.3908118224227
0.0108154877784988,2.48844399342028,88.2700500798129,85.7816060863926,-45.3792470366166,-41.6465810464862,87.0258280831028
0.0129785853341986,-5.99897719750822,78.8751410521805,84.8741182496888,-36.4380819273362,-45.4365477235985,81.8746296509347
0.0151416828898983,-13.570061239619,68.1688217114503,81.7388829510692,-27.2993802359157,-47.6544720953441,74.9538523312598
0.0173047804455981,-17.6421021124785,61.3693560937539,79.0114582062324,-21.8636269906377,-48.3267801593555,70.1904071499932
0.0194678780012979,-17.1176575406262,61.1214532330279,78.2391107736541,-22.0018978462008,-47.6783841571402,69.680282003341
0.0216309755569976,-13.0123369055813,66.3913682107597,79.403705116341,-26.6895156525892,-46.2080210109611,72.8975366635503
0.0237940731126974,-7.92782164431804,73.3554734242906,81.2832950686087,-32.7138258899863,-44.6055583564633,77.3193842464496
0.0259571706683971,-4.74204806791641,77.5599913742764,82.3020394421928,-36.40897165318,-43.5220437550546,79.9310154082346
0.0281202682240969,-5.2296056656491,76.1750816040127,81.4046872696618,-35.4727379691818,-43.3171464676554,78.7898844368372
0.0302833657797967,-9.19061372523396,69.4231043085672,78.6137180338011,-30.1162452916666,-43.9021658795176,74.0184111711842
0.0324464633354964,-14.5255092716354,60.5214732957531,75.0469825673886,-22.9979820120589,-44.786245919512,67.7842279315709
0.0346095608911962,-18.3605048901101,53.975305226299,72.3358101164092,-17.8074001680944,-45.3481575032597,63.1555576713541
0.036772658446896,-18.6866613600802,52.9805631117596,71.6672244718398,-17.1469508758397,-45.17694291596,62.3238937917997
0.0389357560025957,-15.4970194154467,57.5569805652374,73.0539999806841,-21.0299805748954,-44.2755096980654,65.3054902729608
0.0410988535582955,-10.7050127111178,64.6498270691159,75.3548397802337,-26.9724071789991,-43.0299262456757,70.0023334246748
0.0432619511139952,-7.0375702016529,69.9136514137872,76.9512216154401,-31.4380406060671,-41.9943959085465,73.4324365146136
0.045425048669695,-6.62656076126723,69.9823465228683,76.6089072841355,-31.6778928808005,-41.6177340227014,73.2956269035019
0.0475881462253948,-9.92082116427079,64.1920626700261,74.1128838342969,-27.1356207528776,-42.0168524992838,69.1524732521615
0.0497512437810945,-15.3709219407921,55.0544190361977,70.4253409769898,-19.8417485477028,-42.898131458891,62.7398800065937
0.0519143413367943,-20.1608321496593,47.073586426229,67.2344185758883,-13.4563771382849,-43.6976253627738,57.1540025010587
0.054077438892494,-21.7703409526932,44.2394636041268,66.00980455682,-11.2345613257168,-43.8900727547566,55.1246340804734
0.0562405364481938,-19.4488205821584,47.6856449245002,67.1344655066586,-14.1184121711709,-43.2916430444085,57.4100552155794
0.0584036340038936,-14.5739441811509,55.1572991727303,69.7312433538812,-20.2916774957897,-42.152593767516,62.4442712633057
0.0605667315595933,-9.78267721038401,62.4227738472823,72.2054510576663,-26.3200483184492,-40.9940641340252,67.3141124524743
0.0627298291152931,-7.60416006083153,65.4910450957689,73.0952051566004,-28.9434425174687,-40.349682608716,69.2931251261846
0.0648929266709929,-9.24518029363063,62.5829709608924,71.828151254523,-26.6688953336309,-40.5366657740768,67.2055611077077
0.0670560242266926,-13.9176927243171,55.1046461037761,69.0223388280933,-20.5934766897295,-41.4700157762052,62.0634924659347
0.0692191217823924,-19.1343162896714,47.0088926266838,66.1432089163552,-13.9372881685062,-42.6387626030133,56.5760507715195
0.0713822193380921,-22.0655814330002,42.6204644275828,64.686045860583,-10.2774414972913,-43.3758136467916,53.6532551440829
0.0735453168937919,-21.198432238052,44.1364451834023,65.3348774214543,-11.4690064726752,-43.2666548297532,54.7356613024283
0.0757084144494917,-17.1442986382822,50.4373664845925,67.5816651228747,-16.6465339231552,-42.3629818805784,59.0095158037336
0.0778715120051914,-12.1620541415137,57.8435085979999,70.0055627395136,-22.8407272282431,-41.0838084405137,63.9245356687568
0.0800346095608912,-8.9211346797176,62.1212860630802,71.0424207427978,-26.6000756916813,-39.9817777112577,66.581853402939
0.082197707116591,-9.18778289071216,60.6501523905424,69.8379352812546,-25.7311847499151,-39.5128590859834,65.2440438358985
0.0843608046722907,-12.9024767724377,53.8150565408273,66.717533313265,-20.4562898841948,-39.8100050428514,60.2662949270462
0.0865239022279905,-18.1069290540103,44.9138039048853,63.0207329588956,-13.4034374254375,-40.563831006453,53.9672684318905
0.0886869997836902,-21.9524875186009,38.4473926715136,60.3998801901146,-8.24745257645634,-41.1761838543578,49.4236364308141
0.09085009733939,-22.3324727804677,37.5923699625046,59.9248427429722,-7.62994859101845,-41.1286577617199,48.7586063527384
0.0930131948950898,-19.0868636786915,42.3909904173979,61.4778540960894,-11.6520633693532,-40.2823588873905,51.9344222567437
0.0951762924507895,-13.9933751613645,49.839621129727,63.8329962910915,-17.9231229841812,-38.913185726228,56.8363087104093
0.0973393900064893,-9.7308110763953,55.6328209545331,65.3636320309284,-22.9510049390689,-37.5472215536618,60.4982264927307
0.099502487562189,-8.53507613250406,56.3936415457951,64.9287176782992,-23.9292827066455,-36.7318969054016,60.6611796120471
0.101665585117889,-11.0851856400074,51.389589792743,62.4747754327504,-20.1522020763678,-36.7799805363789,56.9321826127467
0.103828682673589,-16.0464451255874,43.0388024027289,59.0852475283164,-13.4961786385708,-37.5658463269519,51.0620249655227
0.105991780229288,-20.6805448523935,35.735963153237,56.4165080056305,-7.52770915042177,-38.548526429012,46.0762355794338
